"County Name","GEOID","EnviroScreen Score","EnviroScreen Score Percentile","Pollution and Climate Burden Score","Pollution and Climate Burden Score Percentile","Pollution and Climate Burden Scale Value","Health and Social Factors Score","Health and Social Factors Score Percentile","Health and Social Factors Scale Value","Environmental Exposures Score","Environmental Effects Score","Climate Vulnerability Score","Sensitive Populations Score","Demographics Score","Environmental Exposures Score Percentile","Environmental Effects Score Percentile","Climate Vulnerability Score Percentile","Sensitive Populations Score Percentile","Demographics Score Percentile","Ozone","Ozone Percentile","Fine particle pollution","Fine particle pollution Percentile","Lead exposure risk","Lead exposure risk Percentile","Diesel particulate matter (PM)","Diesel particulate matter (PM) Percentile","Traffic proximity & volume","Traffic proximity & volume Percentile","Air toxics emissions","Air toxics emissions Percentile","Other air pollutants","Other air pollutants Percentile","Drinking water regulations","Drinking water regulations Percentile","Noise","Noise Percentile","Wastewater discharge indicator","Wastewater discharge indicator Percentile","Proximity to National Priorities List sites","Proximity to National Priorities List sites Percentile","Proximity to Risk Management Plan sites","Proximity to Risk Management Plan sites Percentile","Proximity to hazardous waste facilities","Proximity to hazardous waste facilities Percentile","Proximity to oil and gas","Proximity to oil and gas Percentile","Proximity to mining locations","Proximity to mining locations Percentile","Impaired streams and rivers","Impaired streams and rivers Percentile","Wildfire risk","Wildfire risk Percentile","Floodplains","Floodplains Percentile","Drought","Drought Percentile","Extreme heat days","Extreme heat days Percentile","Population under 5","Population under 5 Percentile","Population over 64","Population over 64 Percentile","Heart disease in adults","Heart disease in adults Percentile","Asthma hospitalization rate","Asthma hospitalization rate Percentile","Life expectancy","Life expectancy Percentile","Low birth weight","Low birth weight Percentile","Cancer prevalence","Cancer prevalence Percentile","Diabetes prevalence","Diabetes prevalence Percentile","Mental health indicator","Mental health indicator Percentile","Percent people of color","Percent people of color Percentile","Percent less than high school education","Percent less than high school education Percentile","Percent low income","Percent low income Percentile","Percent linguistic isolation","Percent linguistic isolation Percentile","Percent disability","Percent disability Percentile","Housing cost burdened","Housing cost burdened Percentile","area","Justice40","Disproportionately Impacted Community","Total Population"
"Pueblo County","08101002300",54.75,94.48,47.01,49.56,6.09,81.47,99.44,8.99,46.05,66.46,29.49,77.86,85.09,55.88,80.3,9.29,98.88,95.52,44.05,24.18,5.63,21.38,0.64,90.79,0.15,33.49,228.05,37.23,0.03,81.27,0.05,86.79,0.1,56.77,43.91,39.71,0.01,47.23,0.37,95.04,0.46,59.09,0.64,55.32,0,80.54,0,72.94,NA,NA,13.73,34.19,0,51.64,4382.93,90.71,14.8,4.72,0.07,77.98,0.13,42.59,4.3,90.81,1530.52,97.83,72.1,97.67,9.96,88.62,6.1,46.78,16.3,90.74,12.1,97.02,0.63,90.87,0.12,76.22,0.55,93.85,0.03,74.33,0.19,91.76,0.42,85.59,"Census Tract",TRUE,NA,3985
"Pueblo County","08101002500",45.22,84.47,45.64,44.12,5.91,69.31,92.95,7.65,46.85,67.04,21.83,69.04,69.57,57.49,81.27,3.2,95.36,81.35,44.06,24.74,5.68,22.98,0.82,98.08,0.18,38.81,554.36,64.4,0,44.44,0,37.87,0.1,56.77,48.51,81.67,0,45.67,0.54,98.32,0.84,75.66,0.42,45.48,0,80.54,0,72.94,NA,NA,0,7.77,0,51.64,4382.93,90.71,15,6.24,0.05,51.24,0.12,35.47,3.2,69.27,1184.17,92.03,73.5,95.44,10.36,90.79,6,43.72,15.7,86.63,11,93.72,0.51,83.43,0.11,73.02,0.52,91.91,0,24.7,0.19,92.73,0.44,88.42,"Census Tract",TRUE,NA,2633
"Pueblo County","08101002600",55.14,94.72,42.58,33.55,5.51,90.59,100,10,42.4,57.8,27.72,89.58,91.6,45.16,63.25,7.45,100,99.28,44.08,25.38,5.65,21.86,0.4,78.14,0.16,34.46,382.85,51.55,0.02,75.58,0,22.5,0.1,56.77,46.32,59.57,0,31.54,0.3,93.19,0.43,56.53,0.31,38.19,0,80.54,0,72.94,NA,NA,5.09,20.18,0,51.64,4382.93,90.71,15,6.24,0.11,98.32,0.18,68.37,4.8,94.44,1380.55,95.89,67.9,99.81,10,89.04,7.3,70.61,18.4,97.42,15.2,99.76,0.58,88.23,0.17,87.27,0.74,99.51,0.05,82.67,0.23,96.37,0.51,96.76,"Census Tract",TRUE,NA,4089
"Pueblo County","08101002700",41.68,77.9,39.35,23.86,5.1,74.1,96.48,8.18,39.92,51,26.55,83.61,64.58,37.07,49.16,6.08,99.76,76.54,44.11,25.7,5.62,21.06,0.37,75.9,0.14,31.16,317.31,46.32,0.02,75.66,0,22.5,0.1,56.77,44.71,45,0,25.65,0.22,89.75,0.23,39.71,0.25,32.75,0,80.54,0,72.94,NA,NA,4,16.97,0,51.64,4382.93,90.71,15,6.24,0.07,78.62,0.2,76.7,4.6,93.15,1079.69,88.41,76.1,84.65,8.7,76.49,7.5,74.56,15.4,84.62,12.9,98.39,0.56,86.87,0.09,68.13,0.45,84.95,0,24.7,0.2,93.62,0.33,62.43,"Census Tract",NA,NA,5328
"Pueblo County","08101002801",38.68,73.82,36.71,17.21,4.75,73.7,96.08,8.14,36.08,46.86,27.83,72.75,74.66,28.66,41.15,7.61,97.44,86.15,44.12,26.18,5.6,20.42,0.14,58.37,0.12,28.1,265.2,41,0,54.28,0,22.5,0.1,56.77,44.23,41.63,0,26,0.18,85.59,0.17,28.1,0.21,28.82,0,80.54,0,72.94,NA,NA,5.23,20.5,0,51.64,4382.93,90.71,15,6.24,0.04,23.86,0.27,93.35,4.9,95.08,855.93,77.86,77.1,77.95,9.7,86.95,7.9,81.56,13.7,64.9,11.9,96.46,0.56,86.79,0.1,70.94,0.45,85.76,0.02,54.98,0.17,87.08,0.35,68.5,"Census Tract",NA,NA,5194
"Boulder County","08013013302",40.9,77.1,60.2,90.95,7.8,47.53,60.05,5.25,62.97,70.6,44.23,45.57,49.5,92.71,85.67,43.71,61.25,58.29,45.77,62.45,7.62,59.17,0.6,89.27,0.2,41.87,408.06,53.68,0.02,74.78,0,58.85,0.25,77.34,46.48,61.73,0.02,59.19,0.04,40.75,1.88,91.75,3.38,98,0,80.54,0,72.94,75.08,68.64,6.4,22.5,0,51.64,169.03,38.03,19,86.63,0.07,73.74,0.22,85.11,2.6,48.55,562.81,40.82,82.5,17.02,6.13,35.98,7.4,72.06,11.8,32.61,6.8,47.34,0.14,22.5,0.05,47.88,0.24,49.43,0.02,57.09,0.12,62.12,0.38,77.89,"Census Tract",NA,NA,5068
"Boulder County","08013013305",30.61,59.73,44.78,41.63,5.8,47.81,60.29,5.28,42.52,54.81,39.29,33.56,62.06,45.32,56.85,29.14,33.31,74.14,45.81,63.73,7.51,55.96,0,12.01,0.17,35.99,460.52,57.04,0,44.44,0,33.15,0.25,77.34,44.73,45.32,0,39.77,0.04,38.91,0.32,49.72,0.75,59.97,0,80.54,0,72.94,NA,NA,2.92,14.01,0,51.64,169.03,38.03,19,86.63,0.09,93.11,0.12,34.19,1.4,10,600.17,47.18,83.3,12.47,6.33,39.92,5.5,33.25,13.6,62.96,6.1,34.54,0.31,62.45,0.08,62.05,0.27,57.52,0.02,59.92,0.11,53.63,0.39,79.76,"Census Tract",NA,NA,5425
"Boulder County","08013013307",43.34,81.1,53.29,75.18,6.9,56.89,74.78,6.28,54.38,65.45,38.95,52.52,61.26,75.34,78.62,28.42,74.7,72.78,45.83,64.37,7.53,56.61,0.11,54.76,0.19,38.89,570.33,64.89,0,44.44,0,47.16,0.25,77.34,45.37,50.92,0.01,50.43,0.04,40.03,0.84,75.58,1.89,87.67,0,80.54,0,72.94,NA,NA,2.75,13.53,0,51.64,169.03,38.03,19,86.63,0.05,37.63,0.16,58.45,2.6,48.55,1052.19,88,77.9,69.86,4.83,15.23,8.2,85.51,12.9,50.24,8.3,70.77,0.37,71.98,0.16,85.51,0.3,61.57,0.01,34.49,0.13,68.01,0.33,59.43,"Census Tract",NA,NA,4073
"Boulder County","08013013308",52.2,92.47,57.01,84.55,7.38,64.05,85.83,7.07,60.15,65.47,42.25,58.22,69.89,88.23,78.78,37.47,84.79,81.75,45.69,60.61,7.63,59.25,0.39,77.26,0.21,43.16,448.77,55.97,0.01,66.45,0,51.08,0.25,77.34,46.24,58.61,0.01,46.79,0.04,39.87,0.99,79.34,2.09,90.55,0,80.54,0,72.94,NA,NA,4.68,18.73,0,51.64,169.03,38.03,19,86.63,0.04,21.38,0.23,86.31,2.7,52.82,642.9,52.5,75.5,87.81,7.14,53.89,8.6,90.58,12.7,47.1,8.6,74.4,0.27,54.92,0.16,85.35,0.28,58.17,0.05,81.46,0.18,89.74,0.32,58.46,"Census Tract",NA,NA,3492
"Boulder County","08013013401",56.24,95.76,67.24,98.4,8.71,58.51,77.42,6.46,68.09,69.95,62.83,41.86,75.16,98.08,84.87,83.03,53.48,86.79,45.56,57.89,7.77,62.85,0.65,91.51,0.24,54.43,602.37,66.94,0.05,84.15,0.02,78.7,0.25,77.34,45.34,50.6,0.01,52.86,0.04,40.59,2.58,96,3.59,98.64,0,80.54,0,72.94,75.08,68.64,33.36,56.61,3.23,83.59,169.03,38.03,19,86.63,0.09,91.83,0.15,53,1.1,4.6,692.85,59.66,79.2,56.93,7.35,57.41,5.1,24.72,13.7,64.9,7.3,56.44,0.35,68.37,0.12,78.3,0.32,66.34,0.02,58.95,0.18,90.06,0.49,95.63,"Census Tract",TRUE,NA,3140
"Boulder County","08013013208",24.91,46.28,51.99,70.14,6.73,33.51,33.39,3.7,48.65,62.53,48.13,32.48,34.55,63.09,72.46,55.16,31.47,35.95,46,68.37,7.41,53.32,0.03,34.11,0.17,35.43,415.7,54.01,0,44.44,0,40.19,0.25,77.34,44.85,46.44,0.01,52.51,0.04,40.27,0.48,60.37,1.43,79.66,0,80.54,0,72.94,NA,NA,10.36,30.18,0,51.64,169.03,38.03,19.6,90.55,0.04,21.62,0.27,92.87,2.7,52.82,543.96,37.6,80.2,44.28,3.18,3.1,9.3,95.73,10.5,13.61,7.3,56.44,0.14,20.58,0.08,61.01,0.1,15.21,0.01,45.43,0.13,72.29,0.25,27.13,"Census Tract",NA,NA,6638
"Boulder County","08013013210",42.48,79.5,57.93,86.55,7.5,51.29,65.97,5.66,58.13,71.19,44.27,38.9,63.69,83.59,86.07,44.04,47.08,75.82,45.8,63.49,7.63,59.49,0.02,27.94,0.22,46.78,698.64,72.34,0.04,83.59,0,58.53,0.25,77.34,45.97,56.12,0.01,55.89,0.04,41.55,1.95,92.47,3.62,98.8,0,80.54,0,72.94,80.8,74.35,6.44,22.58,0,51.64,169.03,38.03,19,86.63,0.08,80.38,0.12,37.39,1.7,17.26,670.98,56.84,79.2,56.93,4.38,10.13,5.9,41.87,13,52.58,7.2,54.51,0.38,72.14,0.11,74.06,0.27,55.42,0.04,79.11,0.14,75.85,0.27,37.57,"Census Tract",NA,NA,5335
"Boulder County","08013013211",30.52,59.65,59.83,90.07,7.75,35.69,37.63,3.94,54.88,71.89,57.66,37.12,34.25,76.46,86.95,74.22,41.55,35.71,45.6,58.93,7.87,66.29,0.04,38.75,0.23,47.5,288.04,43.37,0.03,80.7,0.02,75.82,0.25,77.34,41.89,30.58,0.01,55.55,0.05,42.19,1.29,84.55,2.05,90.07,308.4,95.92,0.2,75.66,82.52,76.62,33.95,57.09,0.14,58.77,169.03,38.03,19,86.63,0.06,54.44,0.13,41.15,2,27.74,720.92,62.96,82.8,14.51,7.42,58.83,6.4,52.98,11.1,21.9,6.1,34.54,0.37,71.26,0.13,80.38,0.1,14.48,0,24.7,0.07,23.34,0.26,33.77,"Census Tract",NA,NA,6142
"Cheyenne County","08017960600",8,2.08,23.95,1.6,3.1,23.36,13.85,2.58,24.15,22.11,25.38,18.87,27.85,11.61,3.84,4.4,7.85,26.42,41.16,1.04,5.46,16.09,0.42,79.66,0.03,10.06,60.29,15.96,1.33,97.6,0.34,97.28,1.06,98.08,35.34,14.01,0,14.3,0.01,1.92,1.42,86.87,0.01,1.2,979,97.92,10,97.36,95.15,94.4,7.86,25.7,0,51.64,827.37,68.53,14.6,4.56,0.11,98.08,0.16,59.81,3.9,85.32,173.01,3.86,89.5,0.09,3.37,3.85,8.6,90.58,13.6,62.96,8.8,76.97,0.19,35.15,0.07,59.41,0.27,55.5,0,24.7,0.12,64.94,0.15,2.51,"Census Tract",NA,NA,2026
"Pueblo County","08101001400",60.06,98.08,52.51,71.74,6.8,80.01,99.12,8.83,51.74,75.74,30.8,77.28,82.75,69.66,90.71,10.73,98.64,93.43,44.07,24.9,5.71,24.5,0.67,92.31,0.18,37.04,902.23,81.34,0,53.96,0,58.77,0.1,56.77,49.47,87.03,0.04,65.16,0.59,98.64,1.12,81.91,0.45,47.16,0,80.54,0,72.94,97.73,98.06,9.5,28.9,4.07,87.51,4382.93,90.71,14.4,3.92,0.05,38.83,0.16,61.33,4.4,91.94,1641.48,98.39,70.2,99.16,12.82,98.33,6.3,50.32,17.1,94.04,13.5,98.87,0.62,90.31,0.22,91.83,0.67,98.62,0.01,45.91,0.3,99.35,0.43,86.07,"Census Tract",TRUE,NA,1476
"Pueblo County","08101002808",15.05,15.85,32.82,10.33,4.25,32.07,30.1,3.54,27.5,39.29,37,35.65,28.5,16.57,25.38,22.5,38.11,27.38,44.17,27.54,5.55,19.06,0.02,30.5,0.1,25.44,24.72,8.67,0,44.6,0,39.15,0.1,56.77,40.01,25.7,0,25.04,0.15,79.98,0.14,22.18,0.17,24.02,0,80.54,0,72.94,0,23.06,44.08,64.05,0,51.64,4382.93,90.71,15,6.24,0.02,8.25,0.22,84.23,4.4,91.94,473.07,27.46,81.5,27.72,4.17,8.28,7.8,80.27,11.9,34.22,9.5,84.14,0.48,80.86,0.04,37.71,0.18,34.22,0,24.7,0.17,85.54,0.15,2.43,"Census Tract",NA,NA,3326
"Pueblo County","08101003004",20.22,32.99,38.71,21.94,5.01,36.53,39.31,4.03,27.45,62.53,37.42,53,20.06,16.41,72.54,25.06,75.9,15.69,44.05,24.42,5.76,27.06,0.03,36.03,0.16,33.9,20.53,7.28,0,44.76,0,22.5,0.1,56.77,40.33,26.34,0.15,81.11,0.13,75.98,0.17,27.14,0.93,65.89,0,80.54,0,72.94,66.67,57.76,40.46,61.81,4.65,89.11,4382.93,90.71,14.4,3.92,0.07,67.41,0.21,81.51,4.1,88.23,471.82,27.21,79.8,48.65,6.73,46.95,9.2,95.01,10.6,14.98,8.8,76.97,0.34,65.73,0.04,34.99,0.16,30.91,0,24.7,0.09,35.3,0.13,1.05,"Census Tract",NA,NA,2948
"Pueblo County","08101003104",36.26,69.9,42.41,33.15,5.49,59.8,80.38,6.6,33.09,70.51,32.96,58.21,61.38,24.1,85.59,14.25,84.71,73.18,43.87,19.62,5.69,23.94,0.28,69.9,0.12,27.94,99.51,21.28,0,44.44,0,34.91,0.1,56.77,40.89,27.7,0.02,59.53,0.2,87.91,0.93,77.98,0.54,51.24,0,80.54,0,72.94,NA,NA,17.94,40.35,0,51.64,4382.93,90.71,15,6.24,0.03,15.53,0.24,89.27,4.8,94.44,570.44,42.03,79,58.7,NA,NA,8.3,86.55,13,52.58,10.1,89.69,0.32,63.33,0.07,56.93,0.27,56.15,0.02,64.78,0.17,87.32,0.29,46.72,"Census Tract",NA,NA,2189
"Pueblo County","08101002400",49.37,89.67,42.66,33.87,5.52,80.96,99.28,8.94,41.62,65.57,21.83,76.27,85.65,42.99,79.1,3.2,98.16,96.16,44.06,24.58,5.66,22.34,0.77,96.8,0.17,35.91,71.84,17.43,0,57.73,0,54.68,0.1,56.77,46.53,62.85,0,42.03,0.43,96.16,0.64,68.86,0.47,48.6,0,80.54,0,72.94,NA,NA,0,7.77,0,51.64,4382.93,90.71,15,6.24,0.05,38.11,0.19,72.86,5.6,97.02,1103.65,89.13,74.7,91.53,11.11,95.06,6.2,48.31,16,88.49,12.6,97.83,0.61,89.67,0.14,82.63,0.6,96.52,0.03,70.85,0.26,98.22,0.39,79.35,"Census Tract",TRUE,NA,1670
"Pueblo County","08101002807",37.94,72.54,37.39,18.73,4.84,70.98,94.4,7.84,34.81,45.22,34.72,75.55,66.41,26.66,37.39,17.53,97.92,78.38,44.17,27.3,5.61,20.58,0.02,26.82,0.12,29.07,291.75,44.03,0,44.44,0,39.15,0.1,56.77,43.86,39.39,0,34.58,0.18,85.51,0.22,37.23,0.18,25.94,0,80.54,0,72.94,0,23.06,17.32,39.71,0.55,64.61,4382.93,90.71,15,6.24,0.09,89.11,0.22,82.39,4.3,90.81,1021.06,86.31,NA,NA,8.07,68.2,6.7,58.94,13.2,56.2,9.2,81.64,0.55,86.07,0.05,47.64,0.3,62.22,0.02,65.83,0.17,87.96,0.32,58.06,"Census Tract",NA,NA,4807
"Boulder County","08013013402",45.5,84.95,56.53,83.51,7.32,56.3,73.98,6.21,52.8,67.07,53.47,44.42,68.18,71.82,81.43,67.09,58.93,80.06,45.36,54.36,7.9,66.69,0.01,19.78,0.24,52.58,490.85,59.9,0.01,66.45,0.01,62.61,0.25,77.34,44.59,43.88,0.01,55.63,0.04,40.11,1.33,84.95,1.34,77.34,3.4,85.11,0,72.94,NA,NA,23.84,48.04,0,51.64,169.03,38.03,19,86.63,0.06,58.45,0.14,49.56,1.8,20.65,432.6,22.38,79.1,57.67,7.26,55.65,5.9,41.87,13.6,62.96,7.5,59.42,0.39,73.66,0.12,77.98,0.32,67.48,0.08,88.99,0.1,42.81,0.35,68.02,"Census Tract",NA,NA,8149
"Delta County","08029964600",20.23,33.07,31.03,6.81,4.02,45.59,56.37,5.03,25.92,20.86,51.43,55.26,35.93,14.17,2.72,62.77,80.3,38.27,46.5,79.98,4.59,5.12,0.39,77.42,0.01,4.43,NA,NA,0,44.44,0.07,90.23,0.26,77.9,31.19,4.64,0,4.25,0.02,33.39,0.03,4.48,0.03,11.29,19.5,88.39,6.6,94.64,32.58,28.66,257.63,90.39,0.28,61.73,7084.04,97.28,16.2,12.89,0.06,53.8,0.3,97.68,4.5,92.58,181.58,4.27,78.1,68.37,11.03,94.39,8.8,92.11,12.7,47.1,9.3,82.61,0.08,6.16,0.05,48.6,0.29,61.41,0.01,50.12,0.2,92.97,0.24,25.1,"Census Tract",NA,NA,3407
"Delta County","08029964700",22.93,40.83,31.33,7.53,4.06,51.19,65.73,5.65,18.34,27.76,60.88,58.14,44.25,4.8,9.53,79.82,84.55,50.6,45.88,65.73,4.86,8.89,0.14,58.45,0.02,7.65,0.19,0.74,0,44.44,0.02,79.98,0.26,77.9,31.16,4.4,0,24.78,0.01,8.41,0.07,12.49,0.1,19.46,6,86.07,5.2,93.35,36.35,31.25,242.56,90.07,0.15,59.17,7084.04,97.28,17.2,26.5,0.04,23.62,0.3,96.96,4.4,91.94,371.75,16.34,78.8,60.84,8.16,69.21,9.9,98.23,13.2,56.2,11.4,94.93,0.15,23.06,0.06,54.84,0.31,65.7,0,24.7,0.17,85.86,0.28,42.59,"Census Tract",NA,NA,4175
"Delta County","08029965200",21.82,37.47,32.37,9.45,4.19,47.16,59.41,5.21,22.41,23,61.65,55.33,38.99,8.65,4.72,80.94,80.46,43.39,46.26,74.54,4.69,6.33,0.13,57.97,0.01,4.35,NA,NA,0,44.44,0,22.5,0.26,77.9,31.75,6.89,0,18.46,0.01,9.37,0.04,7.37,0.05,15.45,7,86.39,0,72.94,30.85,27.48,218.58,89.35,0,51.64,7084.04,97.28,17.6,32.19,0.03,11.53,0.33,98.56,4.6,93.15,313.93,12.24,78.5,65.02,10.46,91.38,10.4,98.87,13.7,64.9,12.9,98.39,0.06,3.44,0.05,42.83,0.47,88.27,0.01,40.57,0.18,89.98,0.37,73.93,"Census Tract",TRUE,NA,4550
"Delta County","08029964900",26.94,51,34.58,12.97,4.48,54.49,71.1,6.02,21.52,48.03,47.26,53.45,55.53,7.61,42.91,53.24,76.46,65.97,45.42,55.4,4.95,10.41,0.09,52.04,0.04,14.09,44.04,12.85,0,44.44,0.03,82.15,0.26,77.9,28.94,0.64,0.01,52.6,0.01,9.29,0.76,73.02,0.32,38.99,0,80.54,4.2,91.27,66.56,57.65,55.86,69.82,0.21,60.77,7084.04,97.28,16,12.09,0.03,11.45,0.22,84.07,4.7,93.79,448.83,24.56,79.7,50.42,6.84,48.37,7.8,80.27,15.8,87.04,11.1,94.2,0.29,58.93,0.09,66.13,0.46,87.54,0,24.7,0.17,85.3,0.28,40.81,"Census Tract",TRUE,NA,5849
"Delta County","08029965000",23.96,43.96,31.84,8.49,4.12,52.63,68.61,5.81,25.2,24.45,52.53,56.19,49.08,13.37,6.16,65.33,81.51,57.65,45.89,65.89,4.7,6.65,0.26,68.53,0.02,7.25,NA,NA,0,44.44,0.02,77.02,0.26,77.9,30.57,2.8,0,8.67,0.02,27.94,0.04,6.08,0.04,14.25,1,83.03,2.5,87.35,41.53,34.27,166.56,87.35,0.08,57.09,7084.04,97.28,16.8,15.69,0.08,86.07,0.2,79.26,3.5,77.5,322.14,12.64,79.5,52.93,5.7,27.36,8.4,87.68,14.3,72.71,10.2,90.42,0.11,11.77,0.06,53.4,0.37,75.32,0.01,54.33,0.18,90.71,0.33,59.92,"Census Tract",NA,NA,4497
"Delta County","08029965100",36.28,70.06,42.98,34.67,5.57,59.04,78.78,6.52,38.93,51.15,42.92,61.2,56.87,34.67,49.48,40.19,88.15,68.45,45.27,51.72,5.08,11.69,0.34,74.7,0.06,18.52,299.12,44.76,0.02,77.18,0.02,81.35,0.26,77.9,33.82,11.21,0.06,67.85,0.01,10.09,2.63,96.16,0.23,31.39,0,80.54,4,90.79,69.8,60.67,12.12,32.67,3.06,82.87,7084.04,97.28,16.2,12.89,0.07,75.82,0.23,87.19,4.4,91.94,407.82,19.81,77.8,71.26,5.36,22.26,7.6,76.49,15.9,87.6,11.1,94.2,0.21,42.75,0.15,83.83,0.43,82.85,0,25.67,0.22,95.72,0.29,46.4,"Census Tract",TRUE,NA,3970
"Delta County","08029964800",37.17,71.34,38.79,22.1,5.02,67.02,89.99,7.4,21.91,47.19,64.17,52.04,82.01,8.25,41.63,84.47,74.06,92.71,45.39,55.08,5.05,11.21,0.2,63.65,0.03,11.67,35.24,10.8,0.04,82.95,0.07,90.63,0.26,77.9,27.99,0.4,0.08,73.92,0.01,10.33,0.5,61.73,0.45,46.84,0,80.54,8.8,96.4,35.49,30.39,165.51,87.27,0.51,64.13,7084.04,97.28,17.4,31.14,0.05,43.31,0.22,84.71,4.2,89.68,203.01,5.07,79.8,48.65,7.83,65.1,7,65.62,15.8,87.04,10.7,92.67,0.32,64.05,0.17,87.03,0.55,94.01,0.06,85.83,0.22,95.8,0.36,70.61,"Census Tract",TRUE,NA,4117
"Boulder County","08013013701",17.04,21.7,40.96,28.58,5.3,29.11,24.42,3.21,28.58,47.3,59.35,32.39,25.82,17.69,41.87,77.1,31.31,23.86,48.87,98.88,5.53,18.09,0.17,61.33,0.03,12,34.11,10.56,0,44.44,0,22.5,0.25,77.34,34.05,11.85,0,21.23,0.11,70.7,0.2,35.15,0.14,22.18,0,80.54,5.5,93.84,69.04,59.91,926.83,96.48,0.06,55.88,169.03,38.03,18.6,60.53,0.04,30.74,0.28,94.96,3.2,69.27,335.2,13.61,82.2,20.47,5.7,27.36,7.6,76.49,10,8.53,6.4,39.05,0.11,13.69,0.01,9.29,0.18,34.3,0,24.7,0.1,50.4,0.31,54.57,"Census Tract",NA,NA,5990
"Boulder County","08013012103",21.09,35.31,48.26,55.24,6.25,30.57,27.14,3.37,48.09,47.86,48.99,26.17,34.97,61.01,42.67,56.61,18.82,36.59,47.49,92.71,6.64,39.79,0.06,45.24,0.1,26.25,643.53,69.56,0,44.44,0,25.38,0.25,77.34,45.49,51.72,0,18.8,0.09,58.13,0.24,41.23,2.54,94.16,0,80.54,0,72.94,0,23.06,12.33,32.83,8.24,95.28,169.03,38.03,18.2,48.44,0.02,7.53,0.17,67.33,2.2,36.37,225.67,6.2,NA,NA,8.72,76.74,6.9,63.61,10.6,14.98,5.7,26.33,0.15,22.98,0.03,26.58,0.25,51.21,0.01,32.31,0.09,38.61,0.29,46.88,"Census Tract",NA,NA,3835
"Boulder County","08013013702",11.6,7.21,38.69,21.78,5.01,20.97,10.33,2.31,21.77,45.5,65.71,19.9,22.03,7.93,38.19,86.15,9.21,18.65,49.3,99.36,5.35,14.09,0.27,69.66,0.03,9.74,0.32,0.9,0,44.44,0,32.35,0.25,77.34,33.85,11.53,0.01,50.95,0.09,58.53,0.13,18.73,0.06,16.89,0,80.54,2,85.99,70.87,61.75,837.85,96.08,0.01,53.56,169.03,38.03,20.8,95.28,0.03,13.05,0.16,61.89,2.2,36.37,229.29,6.36,85.8,2.79,5.56,25.19,6.8,61.11,10.9,19.16,6,31.88,0.06,3.04,0.03,33.95,0.19,39.08,0,24.7,0.07,22.46,0.3,51.09,"Census Tract",NA,NA,5735
"Boulder County","08013012710",14.61,14.41,61.48,93.19,7.96,16.62,3.92,1.83,57.84,69.92,60.31,19.36,13.88,82.63,84.79,78.78,8.17,7.85,46.88,86.63,7.27,50.44,0.09,51.96,0.18,38,214.51,36.33,0.02,77.26,0.03,82.87,0.25,77.34,44.89,46.68,6.25,99.13,0.2,87.51,1.05,80.46,1.84,86.39,0,80.54,0,72.94,0,23.06,91.9,81.02,4.56,88.63,169.03,38.03,18.2,48.44,0.03,17.77,0.26,91.99,3.1,66.37,284.75,9.26,83.8,9.95,NA,NA,8.2,85.51,8.6,0.72,6,31.88,0.12,14.41,0,3.2,0.07,8.01,0,24.7,0.09,33.76,0.24,23.16,"Census Tract",NA,NA,3616
"Boulder County","08013012707",45.05,84.07,62.52,94.32,8.1,50.41,64.77,5.56,58.12,74.71,59.11,38.02,62.8,83.51,89.11,76.46,44.44,74.94,46.64,82.79,7.33,51.64,0.12,56.45,0.18,37.68,196.77,34.7,0.06,85.83,0.17,94.64,0.25,77.34,43.64,38.19,5.42,98.87,0.1,67.33,0.89,76.62,2.59,94.4,22.2,88.71,0,72.94,49.73,41.7,81.76,78.62,3.41,84.31,169.03,38.03,18.2,48.44,0.03,13.45,0.14,48.28,1.9,23.71,315.36,12.32,79.9,47.07,11.36,95.82,6.3,50.32,13.4,59.26,7.8,65.06,0.29,58.69,0.1,71.58,0.39,78.4,0.02,63.81,0.09,37.32,0.38,78.22,"Census Tract",TRUE,NA,2457
"Boulder County","08013012605",16.39,19.46,60.79,92.07,7.87,18.86,7.13,2.08,59.32,71.82,52.7,7.49,30.24,85.91,86.87,65.65,1.68,30.1,47.44,92.31,6.78,41.71,0.07,48.76,0.14,31.56,1681.8,91.98,0,58.61,0,59.41,0.25,77.34,46.48,61.97,0.01,50.87,0.13,74.54,0.39,54.76,6.74,100,0,80.54,0,72.94,83.06,80.82,19,42.03,27.74,99.6,169.03,38.03,18.2,48.44,0.07,77.66,0.03,2,0.6,1.05,1256.54,93.8,NA,NA,4.12,7.87,2.1,0.89,17.7,96.22,3,0.97,0.34,66.21,0,2.48,0.61,96.93,0.09,91.74,0.05,5.33,0.54,98.14,"Census Tract",NA,NA,1485
"Boulder County","08013012201",20.74,34.19,54.86,79.26,7.1,26.44,19.06,2.92,45.95,65.52,62.04,31.38,21.51,55.64,78.86,81.67,29.22,17.85,47.96,96.24,6.39,37.95,0.36,75.42,0.09,25.2,394,52.7,0,44.44,0,22.5,0.25,77.34,42.42,32.27,0,38.3,0.1,65.65,0.29,46.68,1.9,87.75,0,80.54,0,72.94,88.89,85.67,1708.87,98.56,2.86,81.59,169.03,38.03,18.2,48.44,0.03,20.66,0.17,63.49,2,27.74,263.66,7.97,NA,NA,6.33,39.92,5.9,41.87,13.8,66.34,5.9,29.23,0.11,14.01,0,2.48,0.4,79.85,0.01,30.53,0.06,12.6,0.46,92.71,"Census Tract",NA,NA,3845
