county_name,geoid20,geoid,enviroscreen_score_percentile,pollution_and_climate_burden_score_percentile,pollution_and_climate_burden_scale_value,health_and_social_factors_score_percentile,health_and_social_factors_scale_value,environmental_exposures_score_percentile,environmental_effects_score_percentile,climate_vulnerability_score_percentile,sensitive_populations_score_percentile,demographics_score_percentile,ozone_percentile,fine_particle_pollution_percentile,lead_exposure_risk_percentile,diesel_particulate_matter_(pm)_percentile,traffic_proximity_&_volume_percentile,air_toxics_emissions_percentile,other_air_pollutants_percentile,drinking_water_regulations_percentile,noise_percentile,wastewater_discharge_indicator_percentile,proximity_to_national_priorities_list_sites_percentile,proximity_to_risk_management_plan_sites_percentile,proximity_to_hazardous_waste_facilities_percentile,proximity_to_oil_and_gas_percentile,proximity_to_mining_locations_percentile,impaired_streams_and_rivers_percentile,wildfire_risk_percentile,floodplains_percentile,drought_percentile,extreme_heat_days_percentile,population_under_5_percentile,population_over_64_percentile,heart_disease_in_adults_percentile,asthma_hospitalization_rate_percentile,life_expectancy_percentile,low_birth_weight_percentile,cancer_prevalence_percentile,diabetes_prevalence_percentile,mental_health_indicator_percentile,percent_people_of_color_percentile,percent_less_than_high_school_education_percentile,percent_low_income_percentile,percent_linguistic_isolation_percentile,percent_disability_percentile,housing_cost_burdened_percentile,area,justice40,disproportionately_impacted_community,total_population
Adams County,08001009307,8001009307,86.63,73.42,6.85,82.79,6.87,64.21,91.67,20.02,76.3,83.19,10.25,95.92,50.2,95.01,99.18,60.37,58.29,13.77,75.58,80.59,91.11,85.67,47.08,80.54,72.94,93.32,20.58,51.64,32.51,48.44,45.64,42.11,45.24,80.52,51.44,68.12,29.23,66.34,73.35,94.24,94.72,64.32,75.47,68.5,43.64,Census Tract,NA,NA,3483
Adams County,08001009308,8001009308,77.66,72.7,6.83,72.22,6.06,59.81,91.51,27.86,45.4,83.51,9.13,94.8,84.63,98.31,96.56,44.44,36.75,13.77,80.86,85.27,93.76,84.87,52.28,80.54,72.94,NA,25.62,51.64,32.51,51.72,45.48,28.42,27.74,59.9,52.93,14.81,18.44,78.99,74.4,92.71,96.08,58.82,72.87,39.66,87.29,Census Tract,NA,NA,4445
Adams County,08001009309,8001009309,91.75,71.26,6.77,91.91,7.58,70.7,76.22,31.87,72.06,96.96,19.38,90.63,82.39,91.95,93.13,44.44,49.88,13.77,79.02,74.78,89.51,56.93,30.82,80.54,72.94,NA,37.63,51.64,32.51,41.95,34.67,45.48,62.9,46.3,62.79,38.41,31.16,81.48,78.99,90.23,94.16,72.98,97,73.18,95.87,Census Tract,NA,NA,4268
Adams County,08001009310,8001009310,86.71,68.53,6.68,85.27,7.04,69.1,83.59,16.89,75.26,86.47,16.33,92.39,89.43,94.93,92.88,44.44,45.8,13.77,77.74,78.51,91.51,63.25,40.19,80.54,72.94,NA,19.78,51.64,32.51,41.95,55.88,30.02,42.82,73.83,52.93,78.74,27.05,67.31,76.97,94.08,91.99,68.12,84.45,39.34,90.77,Census Tract,NA,NA,6290
Adams County,08001009316,8001009316,90.39,47.72,6.05,96.96,8.28,49.72,73.5,19.22,89.67,97.52,21.22,93.59,48.44,89.21,59.57,44.44,27.78,13.77,73.66,NA,77.66,57.33,25.3,80.54,72.94,93.32,22.82,51.64,32.51,41.95,75.58,75.26,52.82,52.17,62.79,29.96,58.94,87.6,94.44,93.11,99.28,87.62,95.55,66.72,87.13,Census Tract,TRUE,NA,7372
Adams County,08001009318,8001009318,76.22,43.71,5.9,82.31,6.79,50.76,73.82,10.01,51.96,92.55,16.81,94.4,46.12,90.1,72.42,44.44,28.9,13.77,82.15,NA,83.91,57.89,23.38,80.54,72.94,93.32,11.69,51.64,32.51,41.95,99.2,7.77,12.26,86.88,77.95,68.12,9.26,97.75,87.92,91.51,95.6,99.19,87.13,40.23,98.38,Census Tract,TRUE,NA,6254
Adams County,08001009319,8001009319,87.43,35.71,5.63,98.08,8.48,51.08,62.37,6.49,91.99,97.92,21.3,92.15,49.8,89.45,74.88,44.44,22.5,13.77,78.38,NA,80.3,55.08,24.1,80.54,72.94,NA,7.77,51.64,32.51,41.95,95.92,31.55,36.37,99.6,99.91,85.1,24.72,97.91,94.2,91.67,99.2,96.76,96.92,58.4,95.71,Census Tract,TRUE,NA,2595
Adams County,08001009320,8001009320,86.87,56.53,6.29,91.03,7.49,53.8,74.46,32.11,70.38,95.92,20.26,91.91,29.14,89.94,69.97,44.44,50.44,13.77,77.34,NA,84.87,54.6,24.9,80.54,72.94,93.32,37.79,51.64,32.51,41.95,92.23,13.37,20.65,91.47,97.02,65.77,18.44,94.44,78.18,90.47,95.04,84.22,93.04,75.61,76.92,Census Tract,TRUE,NA,2643
Adams County,08001009321,8001009321,62.13,13.21,4.48,86.55,7.11,28.9,5.2,38.19,67.89,90.31,27.22,91.51,8.65,87.2,58.76,44.44,22.5,13.77,73.02,0.26,72.54,52.2,28.18,80.54,72.94,NA,31.87,51.64,32.51,60.53,80.62,12.65,27.74,89.45,75.07,86.61,18.44,86.07,61.51,90.39,89.43,83.9,75.63,58.8,85.99,Census Tract,NA,NA,4031
Adams County,08001009322,8001009322,80.06,44.68,5.94,87.75,7.19,37.23,75.74,30.66,65.49,93.19,24.26,93.76,38.91,87.68,34.94,44.44,22.5,13.77,69.66,NA,73.26,60.45,27.54,80.54,72.94,93.32,24.9,51.64,32.51,60.53,83.99,16.89,42.82,64.41,38.14,57.82,27.05,76.89,71.98,92.07,93.11,82.2,96.11,69.06,67.85,Census Tract,TRUE,NA,5296
Adams County,08001009323,8001009323,81.99,69.42,6.72,78.7,6.51,58.85,82.55,44.92,59.89,85.35,23.22,96,40.99,86.63,96.64,44.44,36.99,13.77,68.37,57.71,63.17,75.9,46.04,80.54,72.94,93.32,38.83,51.64,32.51,60.53,80.7,13.77,42.82,83.09,60.84,28.37,20.45,85.35,61.51,83.03,76.46,71.52,83.32,42.08,96.36,Census Tract,NA,NA,3837
Adams County,08001009325,8001009325,58.13,58.21,6.35,50.28,4.74,50.92,52.44,68.53,48.52,53.48,30.74,93.19,34.67,85.99,59.41,44.44,43.47,13.77,51.96,60.4,59.17,59.73,37.63,80.54,72.94,23.06,51.08,86.95,32.51,60.53,21.3,62.13,74.52,57.09,7.63,78.74,46.78,38.57,37.28,44.2,55.32,35.44,28.1,59.21,69.64,Census Tract,NA,NA,5515
Adams County,08001009326,8001009326,36.99,22.58,5.04,43.31,4.29,37.15,10.57,52.28,27.94,55.4,30.58,91.99,17.85,86.31,73.08,44.44,22.5,13.77,59.25,0.78,65.41,47.4,38.91,80.54,72.94,NA,48.28,51.64,32.51,60.53,8.73,69.98,88.23,23.75,18.98,17.49,54.67,21.9,47.34,67.97,45.24,34.47,64.37,79.56,20.16,Census Tract,NA,NA,2817
Adams County,08001009327,8001009327,82.07,55.4,6.25,84.71,7.01,44.44,74.14,49,95.52,69.42,25.94,94.96,34.83,87.12,60.07,44.44,22.5,13.77,66.85,44.19,66.13,69.02,35.63,80.54,72.94,93.32,43.8,51.64,32.51,60.53,97.84,64.77,89.68,57.89,48.65,62.93,68.84,60.95,87.04,78.06,75.82,59.87,30.85,46.69,72.39,Census Tract,NA,NA,4435
Adams County,08001009401,8001009401,88.79,74.14,6.87,86.47,7.1,68.78,74.86,48.68,82.07,84.55,26.58,86.87,80.86,90.18,93.37,44.44,34.83,13.77,75.66,NA,84.39,55.24,37.31,80.54,72.94,NA,62.53,51.64,32.51,41.95,43.39,55.32,69.27,65.06,50.42,46.95,52.98,59.26,71.98,82.71,89.27,54.77,79.6,77.95,56.76,Census Tract,NA,NA,5406
Adams County,08001009406,8001009406,50.52,15.37,4.63,68.29,5.79,48.04,8.17,9.93,78.38,59.73,31.39,86.55,28.98,88.65,74.96,44.44,22.5,13.77,74.38,0.35,75.82,53,41.15,80.54,72.94,NA,11.61,51.64,32.51,41.95,38.91,50.68,66.37,62.32,42.51,84.44,52.98,47.1,56.44,80.7,66.53,43.04,24.7,72.46,40.57,Census Tract,NA,NA,4586
Adams County,08001009407,8001009407,72.94,19.22,4.87,94.64,7.84,60.93,3.2,14.09,91.35,88.79,30.5,85.99,54.84,89.53,74.55,44.44,31.39,13.77,74.54,0.09,78.3,54.12,44.2,80.54,72.94,NA,16.65,51.64,32.51,41.95,69.58,43.8,66.37,96.94,65.02,75.4,31.16,78.99,78.18,81.02,93.76,78.96,89.15,47.42,88.26,Census Tract,TRUE,NA,5133
Adams County,08001009408,8001009408,7.13,28.02,5.28,8.41,2.19,29.62,12.01,77.42,9.61,14.73,37.95,86.47,8.65,77.29,79.54,44.44,22.5,13.77,49.4,2.17,56.37,35.95,39.63,80.54,72.94,23.06,67.49,94.48,32.51,60.53,51.64,37.87,74.52,21.9,1.67,13.56,33.25,14.98,15.94,41.23,13.69,4.29,39.76,29.48,19.35,Census Tract,NA,NA,4754
Adams County,08001009409,8001009409,28.34,27.94,5.27,31.22,3.6,31.14,11.13,75.74,53.56,19.86,36.03,87.11,11.53,79.39,62.93,44.44,22.5,13.77,56.37,1.65,63.73,35.71,37.55,80.54,72.94,23.06,56.04,85.51,32.51,76.86,74.46,83.51,91.94,31.4,20.47,35.98,50.32,17.47,34.54,16.57,34.51,7.69,24.7,57.19,25.43,Census Tract,NA,NA,5473
Adams County,08001009410,8001009410,34.51,25.7,5.18,38.83,4.02,33.39,12.17,66.37,65.09,22.66,35.23,85.03,13.29,83.01,66.45,44.44,22.5,13.77,57.89,0.95,69.26,47.24,42.75,80.54,72.94,NA,56.12,72.22,32.51,60.53,30.34,89.11,95.73,47.02,46.23,60.17,86.55,6.84,63.2,41.79,45.4,11.08,64.62,12.36,15.14,Census Tract,NA,NA,3064
Adams County,08001009411,8001009411,37.87,15.77,4.66,49.96,4.7,32.83,7.61,36.35,73.02,35.07,30.82,89.59,11.05,85.51,60.88,44.44,22.5,13.77,75.42,0.52,72.22,44.76,32.03,80.54,72.94,NA,21.94,71.66,32.51,60.53,83.83,61.57,74.52,56.92,56.93,30.21,61.11,21.9,49.44,52.52,11.69,24.51,47.85,33.2,61.94,Census Tract,NA,NA,2974
Adams County,08001009501,8001009501,91.27,62.37,6.47,94.32,7.82,64.61,87.75,8.01,87.91,91.35,15.69,90.55,84.79,95.97,98.61,44.44,32.27,13.77,78.7,81.89,93.59,67.33,49.4,80.54,72.94,NA,7.77,51.64,32.51,48.44,82.55,35.31,55.81,69.08,62.79,89.62,29.23,74.56,81.64,90.63,96.4,59.63,87.21,68.09,91.5,Census Tract,NA,NA,3234
Adams County,08001009502,8001009502,91.51,89.03,7.7,80.3,6.6,76.54,91.11,63.57,85.03,72.62,11.13,90.23,91.19,96.3,58.84,92.87,89.11,13.77,77.18,89.6,95.36,72.94,57.57,80.54,72.94,72.31,46.84,96.24,32.51,48.44,65.73,35.63,52.82,92.67,55.63,63.51,43.72,52.58,85.02,91.83,94.08,53.24,56.52,55.9,35.95,Census Tract,NA,NA,4977
Adams County,08001009553,8001009553,98.48,89.51,7.73,94.88,7.91,76.7,98,45.56,86.95,94.64,6,94.24,77.34,99.6,95.5,94.96,95.28,13.77,90.23,92.72,96.48,91.11,61.33,80.54,72.94,98.06,28.26,89.99,32.51,48.44,37.31,31.31,52.82,59.42,93.12,96.9,41.87,74.56,91.79,92.87,99.04,71.84,99.11,64.62,80.97,Census Tract,TRUE,NA,3760
Adams County,08001009603,8001009603,81.35,56.45,6.29,83.35,6.9,69.98,59.89,16.73,68.61,87.35,29.38,82.79,84.39,89.61,96.24,60.69,22.5,13.77,81.18,NA,83.59,63.81,43.8,80.54,72.94,23.06,19.7,51.64,32.51,41.95,36.27,14.97,48.55,70.29,84.65,63.68,29.23,89.29,66.34,71.58,80.94,76.78,68.99,69.71,87.94,Census Tract,NA,NA,6273
Adams County,08001009604,8001009604,91.83,47.56,6.04,98.24,8.5,64.53,64.85,9.21,97.6,90.23,23.62,85.11,82.55,91.79,83.8,52.28,22.5,13.77,85.59,62.13,88.95,64.29,48.36,80.54,72.94,23.06,10.41,51.64,32.51,41.95,44.76,78.7,82.5,89.21,85.02,68.37,78.42,64.9,88.81,86.55,86.79,65.61,75.38,84.49,82.35,Census Tract,NA,NA,4499
Adams County,08001009606,8001009606,92.87,75.1,6.9,92.55,7.62,67.73,85.03,34.11,67.49,98.4,17.29,86.79,78.54,93.72,75.86,44.44,52.28,13.77,85.27,87.87,94.08,71.5,63.89,80.54,72.94,38.04,21.3,85.27,32.51,48.44,68.21,16.65,36.37,82.21,71.26,81.76,12.96,77.86,78.18,94.64,97.52,68.93,96.19,87.88,94.57,Census Tract,NA,NA,2758
Adams County,08001009607,8001009607,86.95,60.29,6.42,89.27,7.34,57.57,76.7,31.71,77.82,89.51,22.26,83.27,61.41,92.19,50.74,44.52,39.63,13.77,84.15,80.07,90.95,73.26,63.01,80.54,72.94,23.06,37.15,51.64,32.51,41.95,75.42,40.99,60,35.1,76.09,66.78,21.98,70.13,76.97,84.87,84.31,74.92,90.93,52.99,94.17,Census Tract,NA,NA,4796
Adams County,08001009608,8001009608,77.34,80.46,7.19,67.09,5.73,63.41,94.88,44.28,71.34,63.33,25.46,80.78,42.11,91.87,71.93,44.84,55.24,13.77,79.42,83.97,90.15,82.79,71.98,80.54,72.94,NA,55.32,51.64,32.51,41.95,34.51,60.85,74.52,82.53,18.98,85.77,39.21,43.56,59.42,75.66,81.75,34.63,31.26,67.77,50.2,Census Tract,NA,NA,3225
Adams County,08001009751,8001009751,97.2,91.83,7.86,90.87,7.49,73.5,99.36,59.97,65.25,97.68,18.41,82.23,71.66,95.25,96.73,44.44,67.41,13.77,86.15,96.01,93.51,82.15,81.1,80.54,72.94,96.01,46.92,99.44,32.51,41.95,18.41,21.7,31.53,61.67,97.3,89.87,24.72,91.3,83.33,88.55,92.23,91.75,92.47,76.41,87.77,Census Tract,TRUE,NA,3944
Adams County,08001009752,8001009752,85.91,81.27,7.23,77.02,6.42,58.69,98.8,42.67,60.13,83.35,7.37,89.03,76.22,97.5,56.06,44.44,77.98,13.77,90.31,87.95,99.28,90.87,80.54,80.54,72.94,NA,49.72,54.04,32.51,41.95,19.62,44.36,42.82,37.44,54.79,74.06,27.05,56.2,87.92,93.67,84.55,56.63,53.2,82.96,65.99,Census Tract,NA,NA,3257
Adams County,08001015000,8001015000,99.84,88.07,7.63,99.04,8.8,67.97,96.4,63.17,99.04,91.11,4.8,98,60.93,95.49,79.46,96,98.64,13.77,81.91,93.59,95.2,98.64,67.09,80.54,72.94,72.74,48.92,91.59,32.51,48.44,52.36,60.21,82.5,99.11,93.3,76.49,70.61,91.3,98.07,87.51,97.68,91.26,51.17,83.44,82.59,Census Tract,TRUE,NA,2984
Adams County,08001060000,8001060000,39.15,65.73,6.58,27.62,3.4,47.72,62.29,77.18,44.6,20.42,30.98,94.64,31.95,69,19.89,85.51,78.78,13.77,43.63,76.26,46.44,41.79,70.78,94.88,72.94,28.45,72.54,87.19,32.51,60.53,95.2,38.59,74.52,41.3,NA,16.82,37.52,23.43,26.33,51.88,32.59,7.12,28.02,13.73,37.09,Census Tract,NA,NA,6338
Adams County,08001060100,8001060100,42.43,65.01,6.55,30.5,3.58,38.91,68.94,78.46,29.3,34.51,33.87,92.71,8.65,78.9,46.48,78.78,59.57,13.77,46.28,84.84,48.68,76.22,70.46,85.51,72.94,23.06,70.94,94.08,32.51,60.53,74.7,14.81,52.82,43.4,13.12,40.25,21.98,43.56,23.59,71.74,49.48,26.29,49.64,27.79,10.69,Census Tract,NA,NA,7879
Adams County,08001060200,8001060200,55.72,76.7,6.98,41.07,4.16,57.25,68.69,80.06,30.58,49.08,31.87,93.11,26.42,84.22,90.34,56.61,42.67,13.77,53.72,82.15,52.76,79.58,67.73,80.54,72.94,23.06,75.1,93.92,32.51,60.53,43.63,26.58,36.37,54.51,58.7,53.89,11.43,54.35,8.05,52.2,27.22,33.33,39.27,50.48,69.23,Census Tract,NA,NA,4157
Adams County,08001061200,8001061200,6.57,64.05,6.53,3.2,1.74,59.33,39.71,79.26,10.57,4.64,29.7,95.2,37.55,66.67,51.31,85.91,76.54,13.77,36.99,71.23,43.39,21.14,43.63,95.2,72.94,23.06,70.06,97.52,32.51,60.53,93.43,8.65,39.68,16.1,NA,11.88,16.75,30.76,11.19,51.24,60.77,2.1,61.13,6.95,0.57,Census Tract,NA,NA,2795
Adams County,08001988700,8001988700,0.32,8.33,4.1,0.48,0.13,20.1,0.48,77.74,0.48,0.56,6.73,98.88,8.65,NA,NA,74.14,78.54,13.77,47.8,NA,0.56,0.56,0.56,83.35,72.94,93.32,86.39,51.64,32.51,88.79,1.68,1.04,NA,NA,NA,1,NA,NA,NA,0.56,2.48,NA,NA,NA,NA,Census Tract,NA,NA,0
Alamosa County,08003960000,8003960000,40.11,3.84,3.68,73.42,6.17,1.84,5.04,80.22,69.58,73.98,62.21,5.84,62.05,6.2,4.99,44.44,71.1,57.09,0.24,32.93,11.61,10.17,2.08,80.54,88.79,63.36,59.73,51.64,93.51,48.44,87.27,75.5,23.71,6.52,36.19,99,78.42,71.58,90.98,69.26,86.95,70.87,81.21,91.6,17.81,Census Tract,NA,NA,1868
Alamosa County,08003960100,8003960100,43.63,14.17,4.55,59.81,5.23,13.69,9.45,81.59,65.81,54.68,66.69,9.85,60.77,9.66,10.07,55,64.93,57.09,5.68,47.31,26.1,12.65,1.36,80.54,85.99,85.56,50.6,51.64,93.51,60.53,95.04,74.78,60,4.03,36.19,54.64,61.11,71.58,90.42,62.13,69.02,82.04,63.48,88.69,5.34,Census Tract,NA,NA,2621
Alamosa County,08003960200,8003960200,60.77,25.3,5.17,71.98,6.05,30.18,8.49,75.9,45.8,83.11,65.49,9.21,73.82,17.87,50,76.06,45.48,57.09,16.17,78.16,19.38,10.09,1.76,80.54,82.63,57.54,48.12,51.64,93.51,51.72,35.95,38.91,2.58,33.33,87.81,69.04,37.52,83.17,81.64,81.91,51.32,86.73,83.64,87.24,48.58,Census Tract,NA,NA,6163
Alamosa County,08003960300,8003960300,71.26,21.3,4.96,90.71,7.48,27.7,4.48,76.62,61.73,98.64,66.13,9.69,68.94,17.63,33.39,77.34,58.45,57.09,13.93,66.46,19.3,9.85,1.6,80.54,85.99,23.06,52.28,51.64,93.51,48.44,59.09,34.11,12.26,31.32,89.4,90.04,15.54,94.04,95.57,92.47,88.31,97.09,86.72,88.29,86.4,Census Tract,TRUE,NA,5455
Arapahoe County,08005004951,8005004951,20.58,51.08,6.13,16.33,2.72,59.17,83.75,5.12,1.2,51.24,21.54,83.67,47.32,92.35,13.83,51.8,33.39,70.62,89.91,92.98,79.58,31.87,79.02,80.54,72.94,NA,7.77,51.64,13.69,76.86,3.6,1.76,1.53,6.04,NA,NA,2.25,54.35,5.56,61.01,22.42,51.86,32.47,38.29,90.12,Census Tract,NA,NA,1984
Arapahoe County,08005004952,8005004952,43.55,88.71,7.68,22.42,3.1,87.19,87.43,47.08,3.52,49.64,19.54,84.07,36.91,91.55,83.06,67.01,47.4,70.62,93.59,94.54,81.35,46.36,87.99,80.54,72.94,57.54,47.48,83.83,13.69,76.86,4,4.16,5.73,35.67,50.42,74.9,2.9,57.57,4.03,71.42,70.06,42.8,57.25,6.14,89.55,Census Tract,NA,NA,3193
Arapahoe County,08005005551,8005005551,98.72,98.16,8.69,87.19,7.14,99.76,94,21.94,67.33,91.03,43.71,66.53,79.34,87.44,82.82,83.43,92.63,70.62,93.35,54.85,85.11,89.27,98.24,80.54,72.94,83.3,29.54,52.52,13.69,86.63,50.6,21.62,17.26,83.74,98.51,84.69,15.54,91.87,81.64,86.95,88.71,83.98,54.66,80.29,96.52,Census Tract,TRUE,NA,2951
Arapahoe County,08005005552,8005005552,98.64,96.88,8.34,89.91,7.4,99.36,78.7,54.04,78.54,89.99,51.8,62.29,78.3,88.41,93.94,50.68,83.03,70.62,85.75,27.04,75.18,86.63,86.55,80.54,72.94,57.54,48.68,88.55,13.69,86.63,24.26,93.59,60,90.42,81.58,7.45,83.49,71.58,95.17,58.13,81.83,81.72,83.56,94.75,82.11,Census Tract,TRUE,NA,2754
Arapahoe County,08005005553,8005005553,94.08,91.91,7.86,82.95,6.88,98.96,71.58,33.87,89.91,74.38,57.65,59.57,81.27,87.76,76.02,44.44,81.99,70.62,82.95,37.09,67.49,85.35,61.73,80.54,72.94,46.01,46.2,51.64,13.69,86.63,84.47,48.6,39.68,80.27,55.63,86.36,41.87,80.19,69,59.41,72.22,62.06,77.98,44.83,61.78,Census Tract,NA,NA,4199
Arapahoe County,08005005611,8005005611,57.57,48.52,6.06,53.4,4.92,80.46,25.3,17.21,65.57,46.52,61.33,60.05,67.97,81.56,64.24,44.44,22.5,70.62,66.61,8.32,52.84,51,47,80.54,72.94,23.06,45.48,85.59,13.69,26.5,36.35,84.39,66.37,52.25,32.19,23.51,92.83,25.12,69,34.91,32.75,35.84,62.59,67.53,28.83,Census Tract,NA,NA,5338
Arapahoe County,08005005612,8005005612,55.96,55.64,6.26,48.84,4.65,84.23,27.78,19.3,65.65,38.91,56.53,62.21,66.77,85.19,72.09,44.44,24.5,70.62,72.3,10.92,59.81,69.58,29.7,80.54,72.94,23.06,59.57,74.7,13.69,26.5,50.12,57.49,52.82,55.56,38.14,23.85,68.84,43.56,56.44,35.07,16.73,48.95,65.91,20.92,58.54,Census Tract,NA,NA,3789
Arapahoe County,08005005614,8005005614,50.76,44.92,5.96,47.08,4.51,82.47,21.06,12.17,75.5,27.86,59.49,61.65,64.61,82.77,75.04,44.44,22.5,70.62,68.86,12.05,51.88,32.51,32.51,80.54,72.94,23.06,44.52,63.01,13.69,26.5,60.21,76.94,55.81,50.32,50.42,61.67,90.58,16.1,54.51,28.58,29.22,24.03,25.59,62.76,17.98,Census Tract,NA,NA,3212
Arapahoe County,08005005619,8005005619,55.64,75.02,6.9,41.71,4.21,85.11,58.21,30.26,59.65,32.43,66.05,53.8,70.46,71.34,49.43,44.44,45.4,70.62,66.93,31.98,60.37,76.94,33.87,80.54,72.94,NA,46.04,51.64,13.69,76.86,21.46,57.57,55.81,78.9,34.88,40.5,86.55,19.16,54.51,49.64,59.97,15.37,35.22,14.05,44.45,Census Tract,NA,NA,5102
Arapahoe County,08005005620,8005005620,74.06,78.78,7.09,63.57,5.47,86.63,60.85,41.71,53.88,68.69,62.05,56.69,23.86,85.83,84.21,44.44,56.2,70.62,87.43,40.29,61.49,80.62,34.99,80.54,72.94,45.58,65.49,51.64,13.69,76.86,51.08,88.87,66.37,37.68,5.12,34.39,89.13,43.56,53.22,59.89,68.21,46.84,42.02,56.06,76.84,Census Tract,NA,NA,3152
Arapahoe County,08005005621,8005005621,31.63,52.84,6.17,24.5,3.22,57.17,54.76,41.23,41.71,17.21,74.3,50.2,30.26,51.29,43.62,44.44,22.5,70.62,59.65,24.7,56.93,53.08,31.47,80.54,72.94,95.15,41.87,79.74,13.69,76.86,16.73,95.6,80.08,35.99,20.47,53.89,97.5,4.59,59.42,16.09,22.98,6.47,24.7,46.85,31.74,Census Tract,NA,NA,2774
Arapahoe County,08005005622,8005005622,11.45,77.66,7.02,4.48,1.93,81.02,61.41,49.08,10.81,7.93,76.62,50.12,47.16,65.94,53.19,44.44,54.2,70.62,58.21,32.41,59.57,56.85,35.79,80.54,72.94,83.51,61.89,68.53,13.69,76.86,15.37,65.49,71.77,48.31,4.28,3.01,85.51,5.31,39.05,5.92,11.29,4.53,53.28,27.06,16.44,Census Tract,NA,NA,2631
Arapahoe County,08005005623,8005005623,13.05,69.9,6.73,7.29,2.11,73.66,53.08,54.92,21.7,4.4,72.22,52.6,43.39,77.05,63.18,44.44,22.5,70.62,64.21,26.34,52.68,60.85,52.6,80.54,72.94,43.32,66.13,76.06,13.69,76.86,19.86,70.94,66.37,27.05,37.12,8.28,93.72,2.58,50.81,4.96,12.25,7.04,24.7,17.93,7.61,Census Tract,NA,NA,4394
Arapahoe County,08005005624,8005005624,11.85,50.84,6.12,9.05,2.23,80.3,24.02,24.26,22.02,6.41,70.14,54.2,48.28,79.63,54.58,44.44,42.03,70.62,58.05,4.77,50.36,57.41,67.65,80.54,72.94,23.06,61.57,84.87,13.69,26.5,24.42,75.42,69.27,35.19,17.02,3.93,95.73,6.04,57.89,10.33,16.33,12.7,24.7,9.05,8.34,Census Tract,NA,NA,2443
Arapahoe County,08005005625,8005005625,27.06,52.12,6.15,21.06,3.02,89.19,19.94,13.29,42.59,12.33,68.45,56.85,56.12,81.88,85.19,44.44,39.39,70.62,60.85,3.81,50.04,50.36,60.77,80.54,72.94,23.06,35.79,82.47,13.69,26.5,25.3,51.4,60,69.32,50.42,7.28,78.42,20.69,43.16,19.46,7.53,25.32,24.7,27.14,11.09,Census Tract,NA,NA,3541
Arapahoe County,08005005626,8005005626,29.14,32.91,5.49,29.14,3.49,68.13,28.18,5.92,38.03,26.02,66.61,58.77,22.34,82.53,69.72,44.44,22.5,70.62,68.05,8.23,49.64,32.91,58.69,80.54,72.94,NA,21.22,62.93,13.69,26.5,2.96,70.54,66.37,50.64,33.49,33.64,92.11,20.69,61.51,23.38,15.13,28.32,31.42,23.83,59.03,Census Tract,NA,NA,3845
Arapahoe County,08005005627,8005005627,26.66,57.01,6.3,19.3,2.93,86.39,21.14,28.26,46.44,8.89,65.41,59.65,26.1,83.49,67.27,67.33,53.56,70.62,63.89,11.44,48.84,25.62,46.6,80.54,72.94,23.06,69.66,90.47,13.69,26.5,54.92,82.23,74.52,24.4,20.47,34.81,96.7,6.04,56.44,2.56,31.06,10.68,29.07,15.99,22.67,Census Tract,NA,NA,4783
Arapahoe County,08005005628,8005005628,37.71,50.04,6.11,30.9,3.58,90.15,27.62,4.16,60.21,15.29,63.57,60.37,32.75,83.98,55.89,75.5,62.69,70.62,64.29,15.34,48.04,21.86,47.32,80.54,72.94,NA,20.74,51.64,13.69,26.5,80.94,73.34,60,39.21,32.19,43.1,83.49,12.96,36.15,8.81,29.06,13.19,24.7,39.82,18.7,Census Tract,NA,NA,5859
Arapahoe County,08005005629,8005005629,12.73,42.03,5.82,11.53,2.41,75.18,20.82,17.05,26.1,8.01,68.61,57.73,12.17,82.21,36.91,75.5,71.34,70.62,74.46,13.43,45.96,21.3,49.16,80.54,72.94,23.06,49.56,78.06,13.69,26.5,18.82,77.1,66.37,27.78,5.49,69.87,90.58,3.7,53.22,5.68,6.49,19.5,24.7,10.42,40,Census Tract,NA,NA,2483
Arapahoe County,08005005630,8005005630,28.58,45.56,5.97,23.94,3.18,80.62,21.3,15.93,34.91,19.7,69.9,57.33,12.33,82.85,63.09,75.5,72.06,70.62,62.69,7.63,46.76,27.54,68.78,80.54,72.94,23.06,45.16,79.66,13.69,26.5,52.04,67.41,52.82,38.16,21.77,10.29,76.49,14.98,39.05,23.62,7.05,20.95,28.42,34.65,44.29,Census Tract,NA,NA,5824
Arapahoe County,08005005631,8005005631,23.14,36.11,5.64,22.74,3.11,75.02,24.98,6,37.79,16.41,70.86,56.53,18.82,83.09,68.9,44.44,46.76,70.62,65.17,6.93,47.88,35.79,86.79,80.54,72.94,23.06,22.1,60.93,13.69,26.5,49.56,77.9,66.37,42.83,40.19,6.53,89.13,7.57,47.34,24.58,21.54,6.8,24.7,49.52,18.14,Census Tract,NA,NA,3324
Arapahoe County,08005005632,8005005632,18.49,46.6,6,15.45,2.68,86.31,24.82,6.89,24.34,14.81,72.7,54.68,30.42,83.25,85.35,44.44,51.8,70.62,66.13,5.81,49.56,43.96,80.14,80.54,72.94,23.06,29.62,52.76,13.69,26.5,65.89,53.32,52.82,33.25,3.16,19.58,65.62,14.98,39.05,16.97,21.46,10.44,43.16,38.37,8.74,Census Tract,NA,NA,3416
